Week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
1,Marlon Humphrey,11771,CB,BLT,1,0,0,3,74.4,1,0,4,6.1,25.0,1,1,12.5,0,66,4,1,0,60.0,0,0,1,3.0,0.0,0,0.0,0,33,1,0
1,Jonathan Allen,11772,DI,WAS,1,0,0,32,70.0,0,3,36,97.5,5.6,2,0,9.7,2,40,39,5,0,78.4,0,2,17,100.0,11.8,2,11.8,1,19,19,3
1,Charles Harris,11777,ED,DET,1,0,0,11,50.9,0,2,31,82.1,3.2,1,0,3.2,0,39,32,2,0,50.0,0,0,9,69.2,0.0,0,0.0,0,13,9,0
1,Jabrill Peppers,11780,S,NE,1,0,0,19,54.2,0,0,3,23.1,0.0,0,0,0.0,0,13,3,0,0,59.4,0,0,1,33.3,0.0,0,0.0,0,3,1,0
1,T.J. Watt,11785,ED,PIT,1,2,0,25,84.8,0,1,39,95.6,17.9,7,1,3.8,1,45,43,2,1,85.9,0,1,27,93.9,22.2,6,1.9,0,33,31,1
1,Budda Baker,11791,S,ARZ,1,0,0,1,52.5,0,1,5,13.6,0.0,0,0,10.0,0,44,6,1,0,54.7,0,1,2,16.7,0.0,0,25.0,0,18,3,1
1,Marcus Williams,11797,S,BLT,1,0,0,3,55.0,0,1,2,3.0,50.0,1,0,25.0,0,66,2,1,0,55.0,0,1,2,6.1,50.0,1,25.0,0,33,2,1
1,Sidney Jones IV,11798,CB,SEA,1,0,0,29,60.0,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
1,Justin Evans,11805,S,NO,1,0,0,20,58.5,0,0,1,3.2,0.0,0,1,0.0,0,31,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
1,DeMarcus Walker,11806,DI,TEN,1,0,0,31,53.4,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,56.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Raekwon McMillan,11809,LB,NE,1,0,0,19,54.5,0,0,2,8.0,0.0,0,0,0.0,0,25,2,0,0,59.4,0,0,1,12.5,0.0,0,0.0,0,8,1,0
1,Dalvin Tomlinson,11810,DI,MIN,1,0,0,18,86.7,0,3,25,100.0,24.0,6,0,6.0,0,25,25,3,0,91.1,0,3,9,100.0,55.6,5,16.7,0,9,9,3
1,Zach Cunningham,11812,LB,TEN,1,0,0,31,56.0,0,0,2,10.5,0.0,0,0,0.0,0,19,2,0,0,,0,0,0,0.0,,0,,0,5,0,0
1,Larry Ogunjobi,11820,DI,PIT,1,0,0,25,68.6,1,2,32,100.0,12.5,4,1,4.7,0,36,36,3,0,59.4,1,1,21,100.0,9.5,2,4.8,0,24,24,2
1,Dawuane Smoot,11823,ED,JAX,1,0,0,15,69.7,1,0,22,100.0,9.1,2,1,2.3,0,24,24,1,0,76.5,1,0,13,100.0,15.4,2,3.8,0,14,14,1
1,Chris Wormley,11829,DI,PIT,1,0,0,25,61.9,0,4,28,100.0,10.7,3,0,7.1,0,30,30,4,0,56.8,0,1,13,100.0,7.7,1,3.8,0,15,15,1
1,Duke Riley,11830,LB,MIA,1,0,0,17,58.5,0,1,1,6.3,0.0,0,0,50.0,0,16,1,1,0,58.5,0,1,1,12.5,0.0,0,50.0,0,8,1,1
1,Alex Anzalone,11831,LB,DET,1,0,0,11,65.7,0,1,10,25.6,10.0,1,1,5.0,0,43,11,1,0,77.1,0,1,4,35.7,25.0,1,12.5,0,14,5,1
1,Tarell Basham,11835,ED,DAL,1,0,0,9,59.4,0,2,8,80.0,12.5,1,0,12.5,0,10,8,2,0,65.0,0,1,4,80.0,25.0,1,12.5,0,5,4,1
1,John Johnson III,11847,S,CLV,1,0,0,8,68.3,0,0,3,8.6,0.0,0,1,33.3,1,35,3,1,0,72.2,0,0,1,10.0,0.0,0,100.0,1,10,1,1
1,Montravius Adams,11848,DI,PIT,1,0,0,25,58.1,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Trey Hendrickson,11858,ED,CIN,1,0,0,7,65.9,1,1,37,92.7,8.1,3,0,2.7,0,41,38,2,0,79.8,1,1,15,88.9,20.0,3,6.7,0,18,16,2
1,Rayshawn Jenkins,11868,S,JAX,1,0,0,15,63.8,1,0,3,7.7,0.0,0,0,16.7,0,52,4,1,0,68.1,1,0,2,10.0,0.0,0,25.0,0,20,2,1
1,Carl Lawson,11871,ED,NYJ,1,0,0,22,61.2,2,1,20,100.0,10.0,2,0,7.5,0,20,20,3,0,61.3,1,1,10,100.0,20.0,2,10.0,0,10,10,2
1,Samson Ebukam,11880,ED,SF,1,0,0,28,60.0,0,3,11,100.0,18.2,2,0,22.7,1,11,11,4,0,71.3,0,1,5,100.0,40.0,2,30.0,1,5,5,2
1,Deatrich Wise Jr.,11886,ED,NE,1,0,0,19,90.3,1,2,32,97.0,15.6,5,0,7.8,1,33,32,4,0,93.5,0,2,9,90.0,33.3,3,22.2,1,10,9,3
1,Grover Stewart,11899,DI,IND,1,0,0,14,57.6,1,0,20,100.0,0.0,0,0,2.5,0,20,20,1,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Desmond King II,11906,CB,HST,1,0,0,13,68.4,1,0,2,4.3,0.0,0,0,25.0,0,47,2,1,0,65.9,1,0,1,5.3,0.0,0,50.0,0,19,1,1
1,Jayon Brown,11910,LB,LV,1,0,0,23,55.4,0,0,2,9.5,0.0,0,0,0.0,0,21,2,0,0,58.3,0,0,1,14.3,0.0,0,0.0,0,7,1,0
1,Anthony Walker Jr.,11916,LB,CLV,1,0,0,8,53.8,0,2,3,12.0,0.0,0,0,33.3,0,25,3,2,0,58.1,0,1,1,12.5,0.0,0,50.0,0,8,1,1
1,Matt Milano,11918,LB,BUF,1,0,0,4,58.9,0,0,1,2.0,0.0,0,0,0.0,0,50,1,0,0,,0,0,0,0.0,,0,,0,27,0,0
1,Davon Godchaux,11934,DI,NE,1,0,0,19,59.0,0,1,18,100.0,5.6,1,0,2.8,0,18,18,1,0,57.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Chuck Clark,11941,S,BLT,1,0,0,3,54.5,0,0,3,4.5,0.0,0,0,0.0,0,66,3,0,0,,0,0,0,0.0,,0,,0,33,0,0
1,Tanner Vallejo,11950,LB,ARZ,1,0,0,1,59.9,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
1,Al-Quadin Muhammad,11951,ED,CHI,1,0,0,6,46.7,0,2,21,95.5,0.0,0,0,4.8,0,22,21,2,0,49.8,0,0,11,91.7,0.0,0,0.0,0,12,11,0
1,D.J. Jones,11953,DI,DEN,1,1,0,10,60.2,1,0,24,100.0,4.2,1,1,2.1,0,27,27,1,1,65.3,1,0,11,100.0,9.1,1,4.5,0,12,12,1
1,Ifeadi Odenigbo,11975,ED,IND,1,0,0,14,52.6,1,0,5,100.0,0.0,0,0,10.0,0,5,5,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Isaac Rochell,11980,ED,CLV,1,0,0,8,55.3,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Elijah Lee,11987,LB,KC,1,0,0,16,57.8,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,57.8,0,0,1,25.0,0.0,0,0.0,0,4,1,0
1,Josh Tupou,12093,DI,CIN,1,0,0,7,55.0,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Arthur Maulet,12224,CB,PIT,1,0,0,25,71.8,0,2,5,10.9,0.0,0,0,40.0,1,46,5,3,0,80.6,0,0,2,7.7,0.0,0,50.0,1,26,2,1
1,Sione Takitaki,12666,LB,CLV,1,0,0,8,60.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
1,Jonathan Ledbetter,18645,DI,ARZ,1,0,0,1,53.9,0,0,9,90.9,0.0,0,1,0.0,0,11,10,0,0,,0,0,0,,,0,,0,0,0,0
1,Dylan Cole,24304,LB,TEN,1,0,0,31,59.8,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,,0,0,0,,,0,,0,0,0,0
1,Nathan Shepherd,24614,DI,NYJ,1,0,0,22,59.7,0,0,11,100.0,9.1,1,0,0.0,0,12,12,0,0,65.9,0,0,4,100.0,25.0,1,0.0,0,4,4,0
1,Foyesade Oluokun,24904,LB,JAX,1,0,0,15,55.1,0,0,2,7.7,0.0,0,1,0.0,0,52,4,0,0,58.4,0,0,1,5.0,0.0,0,0.0,0,20,1,0
1,Bravvion Roy,25644,DI,CAR,1,0,0,5,51.9,0,1,16,100.0,0.0,0,0,3.1,0,18,18,1,0,53.4,0,0,6,100.0,0.0,0,0.0,0,7,7,0
1,Clelin Ferrell,25955,ED,LV,1,0,0,23,69.3,0,3,8,60.0,12.5,1,0,18.8,0,15,9,3,0,54.0,0,2,4,80.0,0.0,0,25.0,0,5,4,2
1,Dexter Lawrence,25991,DI,NYG,1,0,0,21,81.5,2,0,23,100.0,13.0,3,0,4.3,0,23,23,2,0,66.7,1,0,6,100.0,16.7,1,8.3,0,6,6,1
1,Maxx Crosby,26316,ED,LV,1,0,0,23,72.0,2,5,33,97.1,24.2,8,0,10.6,0,34,33,7,0,63.1,1,0,11,100.0,18.2,2,4.5,0,11,11,1
1,Montez Sweat,27271,ED,WAS,1,1,0,32,65.8,2,3,36,100.0,19.4,7,0,6.9,0,40,40,5,0,67.6,1,3,18,100.0,33.3,6,11.1,0,21,21,4
1,Devin Bush,27375,LB,PIT,1,0,0,25,56.9,0,1,2,6.3,0.0,0,0,25.0,0,32,2,1,0,59.1,0,1,1,5.6,0.0,0,50.0,0,18,1,1
1,Michael Dwumfour,27376,DI,HST,1,0,0,13,53.9,0,1,25,100.0,4.0,1,1,2.0,0,27,27,1,0,59.5,0,1,10,100.0,10.0,1,5.0,0,11,11,1
1,Joshua Uche,27379,ED,NE,1,0,0,19,58.2,0,3,13,100.0,15.4,2,0,11.5,0,13,13,3,0,55.3,0,2,7,100.0,14.3,1,14.3,0,7,7,2
1,Armon Watts,27844,DI,CHI,1,0,0,6,70.5,0,2,8,100.0,25.0,2,0,12.5,0,9,9,2,0,67.0,0,1,3,100.0,33.3,1,16.7,0,4,4,1
1,DaVon Hamilton,28072,DI,JAX,1,0,0,15,71.2,0,1,21,100.0,14.3,3,0,2.4,0,23,23,1,0,66.9,0,0,6,100.0,16.7,1,0.0,0,6,6,0
1,Dre'Mont Jones,28075,DI,DEN,1,0,0,10,70.9,0,4,28,100.0,17.9,5,0,7.1,0,32,32,4,0,77.9,0,3,12,100.0,33.3,4,12.5,0,13,13,3
1,Malik Harrison,28081,LB,BLT,1,0,0,3,54.6,0,0,5,38.5,0.0,0,0,0.0,0,13,5,0,0,59.6,0,0,1,25.0,0.0,0,0.0,0,4,1,0
1,Jerome Baker,28091,LB,MIA,1,0,0,17,55.9,0,0,1,5.7,0.0,0,0,0.0,0,35,2,0,0,,0,0,0,0.0,,0,,0,17,0,0
1,Neville Gallimore,28094,DI,DAL,1,0,0,9,54.1,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,56.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Kevin Givens,28308,DI,SF,1,0,0,28,55.3,0,0,8,100.0,0.0,0,1,0.0,0,9,9,0,0,58.0,0,0,1,100.0,0.0,0,0.0,0,2,2,0
1,Bilal Nichols,28451,DI,LV,1,0,0,23,59.9,0,1,26,100.0,7.7,2,0,1.9,0,27,27,1,0,53.7,0,0,7,100.0,0.0,0,0.0,0,7,7,0
1,DeShon Elliott,28854,S,DET,1,0,0,11,59.1,0,0,1,2.4,0.0,0,0,0.0,0,42,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
1,David Long Jr.,29367,LB,TEN,1,0,0,31,87.7,1,4,6,19.4,50.0,3,0,41.7,0,31,6,5,0,,0,0,0,0.0,,0,,0,13,0,0
1,Germaine Pratt,29407,LB,CIN,1,1,0,7,70.8,0,0,4,14.8,0.0,0,0,0.0,0,27,4,0,0,58.9,0,0,1,9.1,0.0,0,0.0,0,11,1,0
1,Chris Board,29456,LB,DET,1,0,0,11,75.9,1,1,9,45.0,22.2,2,0,11.1,0,20,9,2,0,78.5,1,0,4,33.3,25.0,1,12.5,0,12,4,1
1,Logan Wilson,29623,LB,CIN,1,0,0,7,53.2,0,1,4,9.3,0.0,0,0,12.5,0,43,4,1,0,54.1,0,1,3,16.7,0.0,0,16.7,0,18,3,1
1,Andrew Van Ginkel,30267,ED,MIA,1,0,0,17,59.1,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
1,T.J. Edwards,30737,LB,PHI,1,0,0,24,58.5,0,0,1,2.4,0.0,0,1,0.0,0,41,1,0,0,58.5,0,0,1,5.6,0.0,0,0.0,0,18,1,0
1,Khalen Saunders,31534,DI,KC,1,0,0,16,54.1,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Eric Johnson,33698,DI,IND,1,0,0,14,55.6,0,0,2,100.0,0.0,0,0,0.0,0,4,4,0,0,59.7,0,0,0,100.0,,0,,0,1,1,0
1,Mike Hughes,34057,CB,DET,1,0,0,11,73.2,2,0,6,20.6,0.0,0,0,16.7,0,34,7,2,0,59.5,0,0,0,8.3,,0,,0,12,1,0
1,Darnell Savage,34247,S,GB,1,0,0,12,60.0,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
1,Johnathan Abram,34646,S,LV,1,0,0,23,68.2,0,1,2,5.6,0.0,0,0,25.0,0,36,2,1,0,,0,0,0,0.0,,0,,0,11,0,0
1,Akeem Davis-Gaither,34788,LB,CIN,1,0,0,7,54.6,0,2,5,50.0,0.0,0,0,20.0,0,10,5,2,0,59.1,0,1,1,50.0,0.0,0,50.0,0,2,1,1
1,Jamel Dean,34918,CB,TB,1,0,0,30,57.7,0,0,1,2.0,0.0,0,0,0.0,0,50,1,0,0,57.7,0,0,1,3.3,0.0,0,0.0,0,30,1,0
1,Trevis Gipson,35241,ED,CHI,1,1,0,6,63.5,1,3,12,92.9,8.3,1,0,16.7,0,14,13,4,0,60.4,0,1,6,100.0,16.7,1,8.3,0,7,7,1
1,Tae Crowder,35774,LB,NYG,1,0,0,21,50.1,0,0,7,23.1,0.0,0,0,0.0,0,39,9,0,0,50.8,0,0,4,33.3,0.0,0,0.0,0,18,6,0
1,Darrell Taylor,36001,ED,SEA,1,0,0,29,66.7,1,2,34,89.7,11.8,4,0,4.4,0,39,35,3,0,58.9,0,1,15,94.1,6.7,1,3.3,0,17,16,1
1,Austin Bryant,36248,ED,DET,1,1,0,11,50.4,0,1,17,85.7,5.9,1,0,2.9,0,21,18,1,0,48.4,0,0,11,85.7,0.0,0,0.0,0,14,12,0
1,Shy Tuttle,37279,DI,NO,1,0,0,20,55.2,0,1,15,93.8,0.0,0,0,3.3,0,16,15,1,0,55.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
1,Quinton Bell,37468,ED,ATL,1,0,0,2,54.6,0,0,3,42.9,0.0,0,0,0.0,0,7,3,0,0,55.9,0,0,2,40.0,0.0,0,0.0,0,5,2,0
1,Bryan Mone,38461,DI,SEA,1,0,0,29,70.0,0,0,4,100.0,25.0,1,0,0.0,0,4,4,0,0,68.9,0,0,2,100.0,50.0,1,0.0,0,2,2,0
1,Casey Toohill,38472,ED,WAS,1,0,0,32,53.3,2,2,18,91.3,5.6,1,0,11.1,0,23,21,4,0,50.8,1,1,8,91.7,0.0,0,12.5,0,12,11,2
1,Marquise Copeland,38540,DI,LA,1,0,0,26,70.7,0,0,4,100.0,25.0,1,0,0.0,0,4,4,0,0,71.2,0,0,2,100.0,50.0,1,0.0,0,2,2,0
1,Folorunso Fatukasi,38558,DI,JAX,1,1,0,15,74.5,0,3,19,100.0,15.8,3,1,7.9,0,22,22,3,0,56.1,0,0,3,100.0,0.0,0,0.0,0,4,4,0
1,Tershawn Wharton,40292,DI,KC,1,0,0,16,61.0,1,0,20,95.7,5.0,1,0,7.5,1,23,22,2,0,65.3,1,0,12,92.9,8.3,1,12.5,1,14,13,2
1,L'Jarius Sneed,40588,CB,KC,1,0,0,16,66.9,1,0,4,10.3,0.0,0,0,37.5,1,39,4,2,0,58.3,1,0,1,5.9,0.0,0,50.0,0,17,1,1
1,Ed Oliver,42200,DI,BUF,1,0,0,4,72.2,1,0,13,100.0,15.4,2,0,11.5,1,13,13,2,0,73.1,1,0,6,100.0,16.7,1,25.0,1,6,6,2
1,Divine Deablo,42208,LB,LV,1,0,0,23,59.1,0,0,1,3.0,0.0,0,0,0.0,0,33,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
1,Bryce Hall,42313,CB,NYJ,1,0,0,22,58.4,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,58.4,0,0,1,20.0,0.0,0,0.0,0,5,1,0
1,Isaiah Simmons,42451,CB,ARZ,1,0,0,1,77.6,0,1,6,14.3,33.3,2,0,8.3,0,42,6,1,0,59.0,0,0,1,5.6,0.0,0,0.0,0,18,1,0
1,Antoine Winfield Jr.,42475,S,TB,1,0,0,30,49.4,0,0,4,10.0,0.0,0,0,0.0,0,50,5,0,0,56.8,0,0,2,6.7,0.0,0,0.0,0,30,2,0
1,Tomon Fox,42486,ED,NYG,1,0,0,21,62.8,0,0,7,66.7,0.0,0,0,14.3,1,12,8,1,0,56.9,0,0,1,50.0,0.0,0,0.0,0,4,2,0
1,Rashad Weaver,42495,ED,TEN,1,0,0,31,62.5,0,0,12,100.0,8.3,1,0,8.3,1,13,13,1,0,60.8,0,0,7,100.0,0.0,0,14.3,1,7,7,1
1,Keir Thomas,42509,ED,LA,1,0,0,26,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
1,Krys Barnes,42548,LB,GB,1,0,0,12,59.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,59.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
1,Chauncey Golston,42718,DI,DAL,1,0,0,9,53.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Nick Bosa,42741,ED,SF,1,0,0,28,59.4,1,1,19,100.0,10.5,2,0,10.5,1,20,20,3,0,63.5,0,1,10,100.0,20.0,2,15.0,1,11,11,2
1,Osa Odighizuwa,42754,DI,DAL,1,0,0,9,68.3,0,2,13,100.0,15.4,2,0,7.7,0,13,13,2,0,78.4,0,2,5,100.0,40.0,2,20.0,0,5,5,2
1,Shaka Toney,42806,ED,WAS,1,0,0,32,59.1,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
1,Terrell Lewis,42845,ED,LA,1,0,0,26,57.4,0,0,12,66.7,8.3,1,0,0.0,0,18,12,0,0,66.2,0,0,3,100.0,33.3,1,0.0,0,3,3,0
1,Rashan Gary,42905,ED,GB,1,0,0,12,69.1,2,2,26,100.0,19.2,5,1,11.5,1,27,27,5,0,66.5,1,1,14,100.0,21.4,3,14.3,1,14,14,3
1,Jonathon Cooper,43021,ED,DEN,1,0,0,10,56.2,0,0,3,60.0,0.0,0,1,0.0,0,5,3,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Brandon Jones,43049,S,MIA,1,0,0,17,83.4,0,0,3,11.4,0.0,0,0,33.3,1,35,4,1,0,58.3,0,0,1,5.9,0.0,0,0.0,0,17,1,0
1,Devin White,43089,LB,TB,1,0,0,30,74.4,0,1,12,24.0,16.7,2,0,20.8,2,50,12,3,0,80.6,0,1,8,26.7,25.0,2,31.3,2,30,8,3
1,Jeremy Chinn,43179,S,CAR,1,0,0,5,58.0,0,0,2,4.7,0.0,0,0,0.0,0,43,2,0,0,,0,0,0,0.0,,0,,0,19,0,0
1,Richie Grant,43196,S,ATL,1,0,0,2,70.9,1,0,2,4.8,0.0,0,0,25.0,0,42,2,1,0,64.9,1,0,1,3.8,0.0,0,50.0,0,26,1,1
1,Alex Highsmith,43507,ED,PIT,1,0,1,25,69.5,1,2,51,100.0,11.8,6,1,8.8,3,57,57,6,0,63.2,0,1,35,100.0,8.6,3,10.0,3,40,40,4
1,Quincy Roche,43734,ED,NYG,1,0,0,21,58.4,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,58.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Jeffery Simmons,43742,DI,TEN,1,0,0,31,92.3,0,4,26,100.0,19.2,5,0,15.4,2,28,28,6,0,95.0,0,4,12,100.0,41.7,5,33.3,2,12,12,6
1,Derrick Brown,43883,DI,CAR,1,0,0,5,67.7,0,2,24,100.0,12.5,3,0,4.2,0,28,28,2,0,57.8,0,1,10,100.0,10.0,1,5.0,0,11,11,1
1,Timmy Horne,43918,DI,ATL,1,0,0,2,52.7,0,0,10,100.0,0.0,0,0,0.0,0,10,10,0,0,53.6,0,0,7,100.0,0.0,0,0.0,0,7,7,0
1,Pat Jones II,43974,ED,MIN,1,0,0,18,68.4,0,2,9,90.0,22.2,2,0,11.1,0,10,9,2,0,64.9,0,0,4,100.0,25.0,1,0.0,0,4,4,0
1,Byron Murphy Jr.,44027,CB,ARZ,1,0,0,1,58.7,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,58.7,0,0,1,5.6,0.0,0,0.0,0,18,1,0
1,Benito Jones,44035,DI,DET,1,0,0,11,54.6,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Adetokunbo Ogundeji,44047,ED,ATL,1,0,0,2,45.2,0,1,20,81.5,5.0,1,1,2.5,0,27,22,1,0,53.4,0,0,13,82.4,7.7,1,0.0,0,17,14,0
1,Quinnen Williams,44216,DI,NYJ,1,1,0,22,91.9,0,3,22,100.0,18.2,4,0,6.8,0,22,22,3,1,94.7,0,3,10,100.0,40.0,4,15.0,0,10,10,3
1,Jamir Jones,44287,ED,PIT,1,1,0,25,66.4,0,0,12,92.3,8.3,1,0,0.0,0,13,12,0,0,54.3,0,0,4,80.0,0.0,0,0.0,0,5,4,0
1,Nnamdi Madubuike,44304,DI,BLT,1,0,0,3,75.6,0,4,31,100.0,22.6,7,0,9.7,1,33,33,5,0,75.4,0,3,18,100.0,27.8,5,8.3,0,20,20,3
1,Boogie Basham,44320,ED,BUF,1,1,0,4,84.2,1,2,20,100.0,15.0,3,0,12.5,1,20,20,4,1,91.0,1,2,10,100.0,30.0,3,15.0,0,10,10,3
1,Kyzir White,44485,LB,PHI,1,0,0,24,58.5,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,58.5,0,0,1,8.3,0.0,0,0.0,0,12,1,0
1,Rashard Lawrence,44515,DI,ARZ,1,0,0,1,69.3,0,1,12,100.0,16.7,2,0,4.2,0,13,13,1,0,64.8,0,1,7,100.0,14.3,1,7.1,0,8,8,1
1,Trysten Hill,44519,DI,DAL,1,0,0,9,61.8,0,1,9,100.0,11.1,1,0,5.6,0,9,9,1,0,68.7,0,0,2,100.0,50.0,1,0.0,0,2,2,0
1,Brian Burns,44522,ED,CAR,1,0,0,5,65.4,0,4,32,94.7,12.5,4,1,6.3,0,38,36,4,0,63.0,0,2,14,88.9,14.3,2,7.1,0,18,16,2
1,Ross Blacklock,44526,DI,MIN,1,0,0,18,85.8,0,2,10,100.0,20.0,2,0,10.0,0,10,10,2,0,91.3,0,2,5,100.0,40.0,2,20.0,0,5,5,2
1,D.J. Wonnum,44550,ED,MIN,1,0,0,18,62.9,0,1,15,88.2,6.7,1,0,10.0,1,17,15,2,0,68.3,0,1,7,87.5,14.3,1,21.4,1,8,7,2
1,Raekwon Davis,44582,DI,MIA,1,0,0,17,62.6,0,0,18,95.0,11.1,2,0,0.0,0,20,19,0,0,61.5,0,0,8,100.0,12.5,1,0.0,0,9,9,0
1,Jonah Williams,44597,DI,LA,1,0,0,26,57.4,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Leki Fotu,44614,DI,ARZ,1,0,0,1,50.6,0,0,17,90.5,0.0,0,0,0.0,0,21,19,0,0,52.4,0,0,8,100.0,0.0,0,0.0,0,9,9,0
1,Da'Shawn Hand,48386,DI,TEN,1,0,0,31,62.4,0,1,1,100.0,100.0,1,0,50.0,0,1,1,1,0,,0,0,0,,,0,,0,0,0,0
1,Kentavius Street,48404,DI,NO,1,0,0,20,53.1,0,0,13,100.0,0.0,0,0,0.0,0,14,14,0,0,56.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0
1,Anthony Nelson,48405,ED,TB,1,0,0,30,62.7,0,0,11,81.3,9.1,1,1,9.1,1,16,13,1,0,57.8,0,0,7,88.9,14.3,1,0.0,0,9,8,0
1,Jonathan Greenard,48407,ED,HST,1,0,0,13,57.9,0,1,41,97.6,9.8,4,0,1.2,0,42,41,1,0,47.8,0,0,16,100.0,0.0,0,0.0,0,16,16,0
1,Mike Danna,48415,ED,KC,1,0,0,16,82.4,0,6,24,92.6,25.0,6,0,12.5,0,27,25,6,0,90.3,0,5,14,93.8,35.7,5,17.9,0,16,15,5
1,Demone Harris,48452,ED,HST,1,1,0,13,53.3,1,0,21,100.0,0.0,0,0,2.4,0,23,23,1,0,49.7,1,0,10,100.0,0.0,0,5.0,0,11,11,1
1,James Smith-Williams,48455,ED,WAS,1,0,0,32,50.9,0,0,24,96.3,4.2,1,0,0.0,0,27,26,0,0,55.2,0,0,11,100.0,9.1,1,0.0,0,12,12,0
1,Sam Hubbard,48457,ED,CIN,1,0,1,7,53.7,1,4,34,87.8,11.8,4,1,7.4,0,41,36,5,0,58.8,0,1,14,83.3,21.4,3,3.6,0,18,15,1
1,Tyquan Lewis,48475,ED,IND,1,1,0,14,62.7,0,1,21,95.7,9.5,2,0,2.4,0,23,22,1,0,58.1,0,1,9,100.0,11.1,1,5.6,0,9,9,1
1,Justin Hollins,48498,ED,LA,1,0,0,26,50.3,0,0,15,78.9,0.0,0,1,0.0,0,19,15,0,0,51.7,0,0,8,72.7,0.0,0,0.0,0,11,8,0
1,Carl Granderson,48500,ED,NO,1,0,0,20,57.6,0,0,14,93.3,7.1,1,0,0.0,0,15,14,0,0,64.7,0,0,4,100.0,25.0,1,0.0,0,4,4,0
1,Bradley Chubb,48526,ED,DEN,1,0,0,10,93.7,1,0,17,67.9,23.5,4,1,14.7,2,28,19,3,0,65.3,1,0,8,69.2,25.0,2,18.8,1,13,9,2
1,Oshane Ximines,48538,ED,NYG,1,1,0,21,80.6,2,0,16,62.1,12.5,2,0,6.3,0,29,18,2,1,90.3,1,0,8,66.7,25.0,2,6.3,0,15,10,1
